tweet_id,name,dog_class,rating,breed,confidence_lvl,retweet_count,favorite_count,year,month,day
867774946302451713,Harold,None,13.0,Border Collie,0.661953,7788,35179,2017,5,25
867421006826221569,Shikha,Puppo,12.0,Eskimo Dog,0.6164569999999999,2697,16755,2017,5,24
867051520902168576,None,None,13.0,Samoyed,0.471403,8425,33420,2017,5,23
866686824827068416,Lili,None,12.0,Flat-Coated Retriever,0.51473,3727,20070,2017,5,22
866450705531457537,Jamesy,Pupper,13.0,French Bulldog,0.905334,32883,106827,2017,5,22
866334964761202691,Coco,None,12.0,Samoyed,0.984086,15546,54720,2017,5,21
865718153858494464,Boomer,None,13.0,Golden Retriever,0.673664,6008,26640,2017,5,19
865359393868664832,Sammy,None,13.0,Chesapeake Bay Retriever,0.832435,5384,27530,2017,5,19
865006731092295680,Nelly,None,13.0,Pembroke,0.989882,8209,29063,2017,5,18
864873206498414592,None,None,14.0,Not Dog,0.0,9361,33651,2017,5,17
864279568663928832,Meatball,None,12.0,Bull Mastiff,0.668613,3266,15195,2017,5,16
864197398364647424,Paisley,None,13.0,Golden Retriever,0.945905,9616,31459,2017,5,15
863907417377173506,Albus,None,13.0,Not Dog,0.0,4441,21477,2017,5,15
863553081350529029,Neptune,None,13.0,Eskimo Dog,0.41333,4489,15935,2017,5,14
863432100342583297,Belle,None,12.0,Staffordshire Bullterrier,0.690517,5664,24829,2017,5,13
863079547188785154,None,None,14.0,Lakeland Terrier,0.275242,1195,9094,2017,5,12
863062471531167744,Quinn,None,13.0,French Bulldog,0.935804,2687,8945,2017,5,12
862831371563274240,Zooey,None,13.0,Australian Terrier,0.207281,5457,20011,2017,5,12
862722525377298433,Dave,None,11.0,Basset,0.39333,3809,17779,2017,5,11
862457590147678208,Jersey,None,13.0,Not Dog,0.0,5388,21492,2017,5,11
862096992088072192,None,None,13.0,Chow,0.677589,21840,66437,2017,5,10
861383897657036800,Hobbes,None,13.0,Cardigan,0.771008,11528,37744,2017,5,8
861288531465048066,None,None,13.0,Bouvier Des Flandres,0.0826102,4479,18032,2017,5,7
861005113778896900,Burt,None,12.0,German Shepherd,0.507951,4119,17538,2017,5,6
860563773140209665,Lorenzo,None,13.0,Cardigan,0.583936,2334,7878,2017,5,5
860524505164394496,Carl,None,13.0,Bedlington Terrier,0.286558,5698,24678,2017,5,5
860276583193509888,Jordy,None,12.0,Not Dog,0.0,3745,19154,2017,5,4
860184849394610176,None,None,14.0,Not Dog,0.0,6295,17474,2017,5,4
859924526012018688,Milky,None,12.0,French Bulldog,0.254587,4349,20021,2017,5,4
859851578198683649,Trooper,None,13.0,Labrador Retriever,0.899086,3780,16105,2017,5,3
859607811541651456,None,Puppo,13.0,Golden Retriever,0.8955290000000001,1704,19476,2017,5,3
859196978902773760,None,None,12.0,Malamute,0.216163,25661,75193,2017,5,2
859074603037188101,None,None,13.0,Not Dog,0.0,14740,35553,2017,5,1
858843525470990336,None,Doggo,13.0,Golden Retriever,0.57812,3771,16304,2017,5,1
858471635011153920,Sophie,None,13.0,Pembroke,0.987407,5271,22640,2017,4,30
858107933456039936,Wyatt,None,12.0,Golden Retriever,0.863874,3154,16524,2017,4,28
857989990357356544,Rosie,None,12.0,French Bulldog,0.43258,2812,16952,2017,4,28
857746408056729600,Thor,None,13.0,Labrador Retriever,0.919832,11524,36021,2017,4,28
857393404942143489,None,None,13.0,Malamute,0.8415969999999999,1785,6236,2017,4,27
857263160327368704,Oscar,None,13.0,Samoyed,0.998021,4934,21041,2017,4,26
857029823797047296,Zeke,None,12.0,Golden Retriever,0.968623,4364,19910,2017,4,26
856543823941562368,Callie,None,12.0,Boston Bull,0.30691,3131,17135,2017,4,24
856526610513747968,None,None,14.0,Old English Sheepdog,0.798481,2068,12446,2017,4,24
856282028240666624,Cermet,None,14.0,Chihuahua,0.8765430000000001,6841,29086,2017,4,23
855851453814013952,None,Doggo,13.0,Flat-Coated Retriever,0.321676,19196,47844,2017,4,22
855459453768019968,None,None,12.0,Blenheim Spaniel,0.389513,8987,31657,2017,4,21
854732716440526848,Marlee,None,12.0,Pembroke,0.6955479999999999,6690,24188,2017,4,19
854482394044301312,Arya,None,13.0,Chihuahua,0.26024200000000003,7608,31131,2017,4,18
854365224396361728,Einstein,None,13.0,Pembroke,0.90708,5159,20046,2017,4,18
854120357044912130,None,Pupper,14.0,Black-And-Tan Coonhound,0.8548610000000001,8285,33911,2017,4,17
854010172552949760,None,Doggo,11.0,English Springer,0.354733,3433,17169,2017,4,17
853760880890318849,Alice,None,12.0,Miniature Pinscher,0.29251900000000003,6403,30414,2017,4,17
853639147608842240,None,None,13.0,German Shepherd,0.509879,11265,37198,2017,4,16
853299958564483072,Rumpole,None,13.0,Not Dog,0.0,3928,16508,2017,4,15
852912242202992640,Benny,None,12.0,Great Dane,0.7837649999999999,2037,9658,2017,4,14
852672615818899456,Aspen,None,12.0,Golden Retriever,0.7112350000000001,2388,15939,2017,4,13
852553447878664193,Jarod,None,13.0,Bloodhound,0.186498,3885,17492,2017,4,13
852311364735569921,Wiggles,None,13.0,Not Dog,0.0,10961,35325,2017,4,13
852226086759018497,General,None,14.0,Not Dog,0.0,7570,21378,2017,4,12
852189679701164033,Sailor,None,12.0,Bernese Mountain Dog,0.415374,1741,12217,2017,4,12
851591660324737024,None,None,11.0,Cardigan,0.394507,3819,17300,2017,4,11
851464819735769094,Iggy,None,14.0,Not Dog,0.0,7855,25944,2017,4,10
851224888060895234,Snoop,None,13.0,Standard Poodle,0.00568265,6350,22090,2017,4,10
850753642995093505,Kyle,None,11.0,Pug,0.996952,10352,33348,2017,4,8
850380195714523136,Leo,None,13.0,Yorkshire Terrier,0.249012,2915,13994,2017,4,7
850145622816686080,Riley,None,11.0,Kelpie,0.10539,4244,17519,2017,4,7
850019790995546112,Boomer,Pupper,12.0,Shetland Sheepdog,0.759907,5459,21944,2017,4,6
849776966551130114,None,None,12.0,Chihuahua,0.292092,8404,32390,2017,4,6
849412302885593088,Noosh,None,12.0,Schipperke,0.907559,3487,17039,2017,4,5
849336543269576704,None,None,11.0,Not Dog,0.0,2101,12240,2017,4,4
849051919805034497,Kevin,None,13.0,Not Dog,0.0,7396,32617,2017,4,4
848690551926992896,None,None,12.0,Flat-Coated Retriever,0.8236479999999999,4826,27104,2017,4,3
848324959059550208,Odin,None,12.0,Malamute,0.5445760000000001,4037,20229,2017,4,2
848212111729840128,Jerry,None,6.0,Bedlington Terrier,0.333486,3444,17618,2017,4,1
847962785489326080,Georgie,None,10.0,Not Dog,0.0,5730,25296,2017,4,1
847842811428974592,Rontu,None,12.0,Bernese Mountain Dog,0.951337,1522,5935,2017,3,31
847606175596138505,Cannon,None,12.0,Cardigan,0.413688,3774,20208,2017,3,31
847251039262605312,Furzey,None,12.0,Airedale,0.49538,4800,22036,2017,3,30
847157206088847362,Daisy,None,11.0,Staffordshire Bullterrier,0.21960900000000005,6572,21588,2017,3,29
847116187444137987,None,None,11.0,American Staffordshire Terrier,0.113434,3583,23108,2017,3,29
846874817362120707,Tuck,None,13.0,Shetland Sheepdog,0.450539,4404,21685,2017,3,29
846514051647705089,Barney,Doggo,13.0,Golden Retriever,0.650003,13076,48410,2017,3,28
846153765933735936,Vixen,None,13.0,Giant Schnauzer,0.346468,10226,34394,2017,3,27
846042936437604353,Jarvis,None,12.0,Golden Retriever,0.96111,3224,17256,2017,3,26
845812042753855489,None,None,13.0,Samoyed,0.979803,9894,31737,2017,3,26
845677943972139009,None,None,12.0,Chow,0.8086810000000001,5365,27154,2017,3,25
845397057150107648,Mimosa,Doggo,13.0,Dandie Dinmont,0.394404,2072,8241,2017,3,24
845306882940190720,Pickles,Pupper,12.0,Irish Water Spaniel,0.567475,6039,25225,2017,3,24
844979544864018432,None,None,13.0,Shetland Sheepdog,0.000132068,2909,14738,2017,3,23
844973813909606400,Brady,None,12.0,Labrador Retriever,0.742421,3617,16361,2017,3,23
844704788403113984,Luna,None,13.0,Labrador Retriever,0.980213,11633,42022,2017,3,23
844580511645339650,Charlie,None,11.0,Not Dog,0.0,3533,17871,2017,3,22
844223788422217728,Margo,None,12.0,Labrador Retriever,0.71951,2450,14753,2017,3,21
843856843873095681,Sadie,None,12.0,Labrador Retriever,0.92254,5220,23211,2017,3,20
843604394117681152,Hank,None,11.0,Labrador Retriever,0.430583,3081,18310,2017,3,19
843235543001513987,Tycho,None,13.0,Pembroke,0.958452,6852,23315,2017,3,18
842846295480000512,Charlie,None,13.0,Labrador Retriever,0.461076,4023,16440,2017,3,17
842765311967449089,Indie,None,12.0,Labrador Retriever,0.0293399,1439,7321,2017,3,17
842535590457499648,Winnie,None,13.0,Pembroke,0.685084,3937,19637,2017,3,17
842163532590374912,George,None,12.0,French Bulldog,0.891227,6568,26569,2017,3,16
842115215311396866,Bentley,None,12.0,Chow,0.293493,3386,15204,2017,3,15
841680585030541313,Penny,None,12.0,Chihuahua,0.547401,8748,27854,2017,3,14
841439858740625411,None,None,14.0,Labrador Retriever,0.0481999,4168,13755,2017,3,14
841314665196081154,Max,None,13.0,Afghan Hound,0.903712,5312,17305,2017,3,13
841077006473256960,Dawn,None,12.0,Brittany Spaniel,0.962985,5991,24926,2017,3,13
840696689258311684,None,None,10.0,Not Dog,0.0,1116,13377,2017,3,11
840632337062862849,Maddie,None,12.0,Golden Retriever,0.711148,1972,9761,2017,3,11
840370681858686976,None,None,13.0,Not Dog,0.0,5146,17918,2017,3,11
840268004936019968,Monty,None,12.0,Chesapeake Bay Retriever,0.8639870000000001,6497,20950,2017,3,10
839990271299457024,Sojourner,None,13.0,Staffordshire Bullterrier,0.604938,2597,14640,2017,3,10
839549326359670784,Winston,None,12.0,Norwich Terrier,0.05248,8805,29957,2017,3,8
839239871831150596,Odie,None,13.0,Leonberg,0.927021,7422,29684,2017,3,7
838921590096166913,Arlo,None,13.0,Border Terrier,0.664538,2357,12183,2017,3,7
838561493054533637,Walter,None,13.0,Kelpie,0.216562,1504,11892,2017,3,6
838476387338051585,Stanley,None,13.0,Great Pyrenees,0.997692,5484,24664,2017,3,5
838083903487373313,Daisy,None,13.0,Chow,0.800975,3582,19183,2017,3,4
837820167694528512,None,Pupper,12.0,Golden Retriever,0.887625,8952,37277,2017,3,4
837482249356513284,Waffles,None,13.0,Not Dog,0.0,495,4204,2017,3,3
837471256429613056,Vincent,None,12.0,Norwegian Elkhound,0.976255,2631,13967,2017,3,3
837366284874571778,Lucy,None,13.0,American Staffordshire Terrier,0.660085,6005,23074,2017,3,2
837110210464448512,Clark,Pupper,13.0,Siberian Husky,0.767696,2731,17480,2017,3,2
836989968035819520,Mookie,None,12.0,Toy Poodle,0.005887300000000001,2610,13879,2017,3,1
836753516572119041,Meera,Doggo,12.0,Schipperke,0.0115635,5237,21029,2017,3,1
836677758902222849,Oliver,None,11.0,Not Dog,0.0,2522,13782,2017,2,28
836380477523124226,Ava,Pupper,12.0,Not Dog,0.0,3337,16037,2017,2,28
836260088725786625,Lucy,None,13.0,Borzoi,0.564688,4850,23177,2017,2,27
836001077879255040,None,None,13.0,Samoyed,0.963558,4935,20924,2017,2,26
835574547218894849,Eli,None,11.0,Staffordshire Bullterrier,0.6106550000000001,4121,19447,2017,2,25
835297930240217089,Ash,None,12.0,Rottweiler,0.341276,3381,17847,2017,2,25
835264098648616962,Lola,None,12.0,Chesapeake Bay Retriever,0.0875033,1939,8503,2017,2,24
835172783151792128,None,None,12.0,Border Collie,0.663138,6516,28552,2017,2,24
835152434251116546,None,None,0.0,American Staffordshire Terrier,0.0127309,3443,24574,2017,2,24
834931633769889797,Tucker,None,12.0,Soft-Coated Wheaten Terrier,0.196476,1878,11838,2017,2,24
834786237630337024,Tobi,None,13.0,Border Terrier,0.156276,6159,22943,2017,2,23
834574053763584002,None,Doggo,13.0,Golden Retriever,0.226564,2882,14993,2017,2,23
834458053273591808,Chester,None,12.0,Rhodesian Ridgeback,0.468619,1899,10512,2017,2,22
834209720923721728,Wilson,None,12.0,Golden Retriever,0.754799,5476,22594,2017,2,22
834167344700198914,Sunshine,None,11.0,Not Dog,0.0,4130,17194,2017,2,21
834086379323871233,Lipton,None,12.0,Labrador Retriever,0.0452627,2512,14296,2017,2,21
833863086058651648,Bentley,None,12.0,Kuvasz,0.494969,2729,14661,2017,2,21
833826103416520705,Charlie,None,13.0,Chihuahua,0.438054,3904,16728,2017,2,20
833722901757046785,Bronte,None,13.0,West Highland White Terrier,0.918144,3636,22585,2017,2,20
833479644947025920,Poppy,None,13.0,Golden Retriever,0.727039,2357,16258,2017,2,20
833124694597443584,Gidget,Pupper,12.0,Cardigan,0.7105229999999999,5513,22133,2017,2,19
832998151111966721,Rhino,Doggo,13.0,Boxer,0.539036,2522,14549,2017,2,18
832757312314028032,Willow,None,13.0,Cardigan,0.160888,4127,18423,2017,2,18
832636094638288896,Orion,None,12.0,Eskimo Dog,0.5250319999999999,3220,17379,2017,2,17
832397543355072512,Eevee,None,12.0,Pekinese,0.988916,2548,13126,2017,2,17
832369877331693569,Charlie,None,11.0,Kelpie,0.50469,3652,18792,2017,2,16
832273440279240704,Smiley,Doggo,14.0,Pembroke,0.134081,2673,12385,2017,2,16
832032802820481025,Miguel,Doggo,12.0,Whippet,0.601712,4746,13887,2017,2,16
831939777352105988,Emanuel,Doggo,12.0,Pomeranian,0.153862,7031,26404,2017,2,15
831911600680497154,Kuyu,None,14.0,Bloodhound,0.777562,7458,30380,2017,2,15
831670449226514432,Daisy,None,13.0,Pembroke,0.6248020000000001,2059,11469,2017,2,15
831650051525054464,None,None,13.0,Eskimo Dog,0.530416,2243,7908,2017,2,14
831552930092285952,Dutch,None,13.0,Chihuahua,0.257415,2632,9872,2017,2,14
831322785565769729,Pete,Doggo,12.0,Old English Sheepdog,0.999715,1744,10042,2017,2,14
831315979191906304,None,Pupper,13.0,Briard,0.982755,1264,7117,2017,2,14
831309418084069378,Scooter,None,12.0,Doberman,0.369389,2786,12819,2017,2,14
831262627380748289,Tucker,None,12.0,Cocker Spaniel,0.26332300000000003,2350,13066,2017,2,13
830956169170665475,Reggie,None,12.0,Kuvasz,0.451516,1735,8735,2017,2,13
830097400375152640,Samson,None,13.0,Toy Poodle,0.442713,3455,10804,2017,2,10
829861396166877184,Mia,None,12.0,Border Terrier,0.394486,2243,13441,2017,2,10
829501995190984704,Leo,None,12.0,French Bulldog,0.950851,12224,34913,2017,2,9
829449946868879360,None,Doggo,11.0,Labrador Retriever,0.315163,2329,11519,2017,2,8
829141528400556032,Malcolm,None,12.0,Golden Retriever,0.57314,8530,26952,2017,2,8
829011960981237760,Dexter,None,13.0,Boxer,0.312221,18627,58302,2017,2,7
828770345708580865,Alfie,None,13.0,Chesapeake Bay Retriever,0.0338986,6746,28085,2017,2,7
828708714936930305,Fiona,None,10.0,Mexican Hairless,0.00838837,12882,40241,2017,2,6
828650029636317184,None,None,14.0,Golden Retriever,0.649209,1544,10467,2017,2,6
828409743546925057,Mutt,None,12.0,Toy Poodle,0.0180398,1305,6898,2017,2,6
828408677031882754,Bear,None,12.0,Weimaraner,0.13303299999999998,1477,8398,2017,2,6
828381636999917570,Doobert,Doggo,14.0,Bedlington Terrier,0.392535,2554,13864,2017,2,5
828376505180889089,Beebop,None,13.0,American Staffordshire Terrier,0.5230859999999999,1216,8112,2017,2,5
828372645993398273,Alexander,None,12.0,Malamute,0.663047,3344,13756,2017,2,5
828046555563323392,Sailer,None,13.0,Not Dog,0.0,3260,12923,2017,2,5
828011680017821696,Brutus,None,11.0,American Staffordshire Terrier,0.936662,2451,11411,2017,2,4
827933404142436356,Kona,Pupper,12.0,German Shepherd,0.8061149999999999,5987,22180,2017,2,4
827653905312006145,Boots,None,12.0,Collie,0.285555,3433,16983,2017,2,3
827600520311402496,Tucker,None,13.0,Pembroke,0.32563800000000004,1082,8143,2017,2,3
827324948884643840,Ralphie,None,12.0,Golden Retriever,0.352486,3510,17523,2017,2,3
827199976799354881,Charlie,None,13.0,Great Dane,0.8696809999999999,2579,11659,2017,2,2
826848821049180160,Cupid,Doggo,13.0,Great Pyrenees,0.858764,11878,40325,2017,2,1
826598365270007810,Pawnd,None,13.0,French Bulldog,0.628119,2709,11117,2017,2,1
826476773533745153,Pilot,Doggo,12.0,German Shepherd,0.7418600000000001,4821,20275,2017,1,31
826240494070030336,None,None,11.0,French Bulldog,0.903048,2965,14614,2017,1,31
826204788643753985,None,Doggo,13.0,Labrador Retriever,0.782058,1075,5361,2017,1,30
826115272272650244,Ike,None,13.0,Golden Retriever,0.00233085,3599,17299,2017,1,30
825876512159186944,Mo,None,11.0,Not Dog,0.0,2146,11525,2017,1,30
825829644528148480,Toby,None,12.0,Great Pyrenees,0.8534069999999999,2848,14025,2017,1,29
825535076884762624,None,Puppo,14.0,Rottweiler,0.681495,19669,56413,2017,1,29
825147591692263424,Sweet,None,13.0,Pekinese,0.354823,5244,20181,2017,1,28
825026590719483904,Pablo,Puppo,12.0,Eskimo Dog,0.524454,1483,7020,2017,1,27
824775126675836928,Scooter,None,12.0,Border Terrier,0.610499,4069,16508,2017,1,27
824663926340194305,Wilson,None,13.0,English Setter,0.526488,1993,11113,2017,1,26
824325613288833024,None,Pupper,13.0,Pembroke,0.990793,11848,12999,2017,1,25
824297048279236611,Nala,None,11.0,Not Dog,0.0,4463,16625,2017,1,25
823939628516474880,Cash,None,12.0,Schipperke,0.23407600000000006,3123,11755,2017,1,24
823699002998870016,Winston,None,12.0,Cairn,0.203999,2772,13826,2017,1,24
823581115634085888,Crawford,None,11.0,German Shepherd,0.194044,3031,14376,2017,1,23
823322678127919110,Wyatt,None,11.0,Chihuahua,0.00183635,4637,17437,2017,1,23
822975315408461824,Albus,None,12.0,Pembroke,0.233162,3958,19139,2017,1,22
822872901745569793,None,Puppo,13.0,Lakeland Terrier,0.196015,48265,132810,2017,1,21
822859134160621569,Hobbes,None,12.0,Malinois,0.332897,2622,14576,2017,1,21
822610361945911296,None,None,12.0,Cocker Spaniel,0.6644869999999999,3423,16327,2017,1,21
822462944365645825,Gabe,Pupper,14.0,Pomeranian,0.960199,17209,31800,2017,1,20
821886076407029760,Jimison,None,13.0,Golden Retriever,0.26623800000000003,2692,12582,2017,1,19
821765923262631936,Duchess,Doggo,13.0,Golden Retriever,0.980071,1899,9317,2017,1,18
821522889702862852,Harlso,None,13.0,Doberman,0.7635390000000001,2030,8871,2017,1,18
821407182352777218,Sundance,Doggo,14.0,Irish Setter,0.5054960000000001,5053,13075,2017,1,17
821149554670182400,Luca,None,12.0,German Shepherd,0.515933,2320,9718,2017,1,17
821107785811234820,None,Doggo,11.0,Pomeranian,0.85659,2487,10645,2017,1,16
821044531881721856,Flash,None,12.0,Old English Sheepdog,0.14802,2636,14021,2017,1,16
820749716845686786,Sunny,None,13.0,Golden Retriever,0.8380120000000001,11525,34984,2017,1,15
820314633777061888,None,None,14.0,Gordon Setter,0.940724,648,3706,2017,1,14
